Date,Invoice_No,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Profit_Per_Unit,Total_Sale,Total_Profit,Discount_Amount,Tax_Amount,Payment_Mode,Customer_ID,Cashier_ID,Store_ID
2026-04-04,INV-20260404-0004,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Wallet,CU0164,C03,STORE-001
2026-04-04,INV-20260404-0004,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,0.0,0.79,Wallet,CU0164,C03,STORE-001
2026-04-04,INV-20260404-0004,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.61,1.31,0.14,0.23,Wallet,CU0164,C03,STORE-001
2026-04-04,INV-20260404-0004,P015,Chips,Snacks,2,2.85,0.86,5.53,1.55,0.17,0.28,Wallet,CU0164,C03,STORE-001
2026-04-05,INV-20260405-0005,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P006,Butter,Dairy,3,4.4,1.05,12.54,2.49,0.66,0.63,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P003,Milk 1L,Dairy,2,2.25,0.62,4.27,1.01,0.23,0.21,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,0.26,0.42,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Card,CU0144,C06,STORE-001
2026-04-05,INV-20260405-0005,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Card,CU0144,C06,STORE-001
2026-04-06,INV-20260406-0006,P004,Bread Loaf,Bakery,2,2.1,0.55,3.99,0.89,0.21,0.2,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,0.44,0.42,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,0.0,0.11,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,10.83,2.28,0.57,0.54,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,Wallet,CU0153,C04,STORE-001
2026-04-06,INV-20260406-0006,P014,Biscuits,Snacks,3,2.6,0.78,7.8,2.34,0.0,0.39,Wallet,CU0153,C04,STORE-001
2026-04-07,INV-20260407-0007,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,0.0,0.22,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P003,Milk 1L,Dairy,1,2.25,0.62,2.14,0.51,0.11,0.11,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P009,Pasta,Pantry,3,2.35,0.7,7.05,2.1,0.0,0.35,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,0.0,0.29,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,UPI,CU0130,C06,STORE-001
2026-04-07,INV-20260407-0007,P017,Rice 5kg,Staples,1,12.5,2.1,12.5,2.1,0.0,0.62,UPI,CU0130,C06,STORE-001
2026-04-08,INV-20260408-0008,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P006,Butter,Dairy,1,4.4,1.05,4.27,0.92,0.13,0.21,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,0.0,0.34,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.22,1.52,0.38,0.36,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P009,Pasta,Pantry,3,2.35,0.7,6.84,1.89,0.21,0.34,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,0.14,0.14,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,0.0,0.79,Wallet,CU0195,C01,STORE-001
2026-04-08,INV-20260408-0008,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,0.0,0.71,Wallet,CU0195,C01,STORE-001
2026-04-09,INV-20260409-0009,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,0.0,0.11,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P006,Butter,Dairy,1,4.4,1.05,4.18,0.83,0.22,0.21,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,0.0,0.34,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P012,Sugar,Pantry,1,2.2,0.52,2.09,0.41,0.11,0.1,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P015,Chips,Snacks,1,2.85,0.86,2.85,0.86,0.0,0.14,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P017,Rice 5kg,Staples,3,12.5,2.1,36.38,5.18,1.12,1.82,Cash,CU0058,C02,STORE-001
2026-04-09,INV-20260409-0009,P019,Chicken Breast,Meat,1,7.2,1.75,6.84,1.39,0.36,0.34,Cash,CU0058,C02,STORE-001
2026-04-10,INV-20260410-0010,P004,Bread Loaf,Bakery,2,2.1,0.55,4.07,0.97,0.13,0.2,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,0.0,0.22,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P003,Milk 1L,Dairy,1,2.25,0.62,2.18,0.55,0.07,0.11,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.37,1.67,0.23,0.37,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P009,Pasta,Pantry,2,2.35,0.7,4.56,1.26,0.14,0.23,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,0.0,0.79,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.61,1.31,0.14,0.23,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P019,Chicken Breast,Meat,3,7.2,1.75,21.6,5.25,0.0,1.08,Wallet,CU0201,C02,STORE-001
2026-04-10,INV-20260410-0010,P020,Yogurt Cups,Dairy,1,3.4,0.88,3.4,0.88,0.0,0.17,Wallet,CU0201,C02,STORE-001
2026-04-01,INV-20260401-0011,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,0.0,0.11,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P003,Milk 1L,Dairy,1,2.25,0.62,2.18,0.55,0.07,0.11,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P009,Pasta,Pantry,1,2.35,0.7,2.23,0.58,0.12,0.11,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.22,2.62,0.28,0.46,Wallet,CU0109,C02,STORE-001
2026-04-01,INV-20260401-0011,P018,Cooking Oil,Staples,2,9.8,1.9,19.6,3.8,0.0,0.98,Wallet,CU0109,C02,STORE-001
2026-04-02,INV-20260402-0012,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,0.44,0.42,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P003,Milk 1L,Dairy,3,2.25,0.62,6.55,1.66,0.2,0.33,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,0.0,0.19,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,0.14,0.14,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P007,Peanut Butter,Pantry,3,5.25,1.65,14.96,4.16,0.79,0.75,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P002,Apples,Produce,1,1.15,0.37,1.15,0.37,0.0,0.06,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P013,Tea Bags,Beverages,3,4.3,1.2,12.51,3.21,0.39,0.63,Wallet,CU0201,C03,STORE-001
2026-04-02,INV-20260402-0012,P001,Bananas,Produce,3,0.62,0.23,1.77,0.6,0.09,0.09,Wallet,CU0201,C03,STORE-001
2026-04-03,INV-20260403-0013,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P009,Pasta,Pantry,3,2.35,0.7,6.7,1.75,0.35,0.34,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,0.14,0.14,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P007,Peanut Butter,Pantry,1,5.25,1.65,5.09,1.49,0.16,0.25,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P008,Strawberry Jam,Pantry,3,4.75,1.45,13.54,3.64,0.71,0.68,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P002,Apples,Produce,3,1.15,0.37,3.28,0.94,0.17,0.16,Cash,CU0018,C02,STORE-001
2026-04-03,INV-20260403-0013,P017,Rice 5kg,Staples,2,12.5,2.1,25.0,4.2,0.0,1.25,Cash,CU0018,C02,STORE-001
2026-04-04,INV-20260404-0014,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,0.0,0.11,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.22,1.52,0.38,0.36,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P009,Pasta,Pantry,3,2.35,0.7,7.05,2.1,0.0,0.35,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,0.14,0.14,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P007,Peanut Butter,Pantry,1,5.25,1.65,4.99,1.39,0.26,0.25,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,UPI,CU0034,C04,STORE-001
2026-04-04,INV-20260404-0014,P011,Coffee,Beverages,2,8.9,2.8,17.8,5.6,0.0,0.89,UPI,CU0034,C04,STORE-001
2026-04-05,INV-20260405-0015,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P006,Butter,Dairy,3,4.4,1.05,12.54,2.49,0.66,0.63,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P003,Milk 1L,Dairy,1,2.25,0.62,2.14,0.51,0.11,0.11,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P007,Peanut Butter,Pantry,3,5.25,1.65,14.96,4.16,0.79,0.75,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Card,CU0214,C04,STORE-001
2026-04-05,INV-20260405-0015,P012,Sugar,Pantry,2,2.2,0.52,4.18,0.82,0.22,0.21,Card,CU0214,C04,STORE-001
2026-04-06,INV-20260406-0016,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P006,Butter,Dairy,1,4.4,1.05,4.27,0.92,0.13,0.21,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,0.0,0.19,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.81,0.73,0.09,0.14,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P007,Peanut Butter,Pantry,3,5.25,1.65,15.28,4.48,0.47,0.76,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,0.0,0.71,UPI,CU0126,C05,STORE-001
2026-04-06,INV-20260406-0016,P011,Coffee,Beverages,1,8.9,2.8,8.9,2.8,0.0,0.45,UPI,CU0126,C05,STORE-001
2026-04-07,INV-20260407-0017,P004,Bread Loaf,Bakery,1,2.1,0.55,2.04,0.49,0.06,0.1,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,0.0,0.22,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,0.0,0.19,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P007,Peanut Butter,Pantry,2,5.25,1.65,9.97,2.77,0.53,0.5,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.02,2.42,0.48,0.45,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P018,Cooking Oil,Staples,3,9.8,1.9,29.4,5.7,0.0,1.47,UPI,CU0142,C05,STORE-001
2026-04-07,INV-20260407-0017,P002,Apples,Produce,1,1.15,0.37,1.15,0.37,0.0,0.06,UPI,CU0142,C05,STORE-001
2026-04-08,INV-20260408-0018,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,0.0,0.34,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.81,0.73,0.09,0.14,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P014,Biscuits,Snacks,1,2.6,0.78,2.6,0.78,0.0,0.13,Card,CU0086,C06,STORE-001
2026-04-08,INV-20260408-0018,P001,Bananas,Produce,2,0.62,0.23,1.24,0.46,0.0,0.06,Card,CU0086,C06,STORE-001
2026-04-09,INV-20260409-0019,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,0.0,0.22,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,0.26,0.42,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.02,2.42,0.48,0.45,Wallet,CU0216,C06,STORE-001
2026-04-09,INV-20260409-0019,P012,Sugar,Pantry,3,2.2,0.52,6.6,1.56,0.0,0.33,Wallet,CU0216,C06,STORE-001
